"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"darkolivegreen4",190,174,8,5.19351011602698e-09,9.6827802603207e-05,17,0.0977011494252874,0.0656370656370656,259,"GO:0045211","CC","postsynaptic membrane","A specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft). Neurotransmitters cross the synaptic cleft and transmit the signal to the postsynaptic membrane."
"darkolivegreen4",190,174,9,5.97584613136585e-08,0.00111413675273185,11,0.0632183908045977,0.0964912280701754,114,"GO:0099055","CC","integral component of postsynaptic membrane","The component of the postsynaptic membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"darkolivegreen4",190,174,10,6.5048675610347e-08,0.00121276750807931,45,0.258620689655172,0.0255972696245734,1758,"GO:0030054","CC","cell junction","A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."
"darkorange",241,213,1,0.000293631136109949,1,4,0.0187793427230047,0.166666666666667,24,"GO:0019433","BP","triglyceride catabolic process","The chemical reactions and pathways resulting in the breakdown of a triglyceride, any triester of glycerol."
"darkorange",241,213,2,0.000555564997845102,1,2,0.00938967136150235,0.666666666666667,3,"GO:0004060","MF","arylamine N-acetyltransferase activity","Catalysis of the reaction: acetyl-CoA + an arylamine = CoA + an N-acetylarylamine."
"darkorange",241,213,3,0.000555564997845102,1,2,0.00938967136150235,0.666666666666667,3,"GO:0004839","MF","ubiquitin activating enzyme activity","Catalysis of the reaction: E1 + ubiquitin + ATP--> E1-ubiquitin + AMP + PPi, where the E1-ubiquitin linkage is a thioester bond between the C-terminal glycine of Ub and a sulfhydryl side group of an E1 cysteine residue. This is the first step in a cascade of reactions in which ubiquitin is ultimately added to a protein substrate."
"darkorange",241,213,4,0.0006361728761166,1,7,0.0328638497652582,0.0660377358490566,106,"GO:0006639","BP","acylglycerol metabolic process","The chemical reactions and pathways involving acylglycerol, any mono-, di- or triester of glycerol with (one or more) fatty acids."
"darkorange",241,213,5,0.000672926997145495,1,7,0.0328638497652582,0.0654205607476635,107,"GO:0006638","BP","neutral lipid metabolic process","The chemical reactions and pathways involving neutral lipids, lipids only soluble in solvents of very low polarity."
"darkorange",241,213,6,0.000797576117016762,1,6,0.028169014084507,0.075,80,"GO:0006641","BP","triglyceride metabolic process","The chemical reactions and pathways involving triglyceride, any triester of glycerol. The three fatty acid residues may all be the same or differ in any permutation. Triglycerides are important components of plant oils, animal fats and animal plasma lipoproteins."
"darkorange",241,213,7,0.000806658662007224,1,4,0.0187793427230047,0.129032258064516,31,"GO:0032509","BP","endosome transport via multivesicular body sorting pathway","The directed movement of substances from endosomes to lysosomes or vacuoles by a pathway in which molecules are sorted into multivesicular bodies, which then fuse with the target compartment."
"darkorange",241,213,8,0.00102685739319803,1,4,0.0187793427230047,0.121212121212121,33,"GO:0046464","BP","acylglycerol catabolic process","The chemical reactions and pathways resulting in the breakdown of acylglycerol, any mono-, di- or triester of glycerol with (one or more) fatty acids."
"darkorange",241,213,9,0.00102685739319803,1,4,0.0187793427230047,0.121212121212121,33,"GO:0090207","BP","regulation of triglyceride metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving triglyceride, any triester of glycerol."
"darkorange",241,213,10,0.00109702956566363,1,6,0.028169014084507,0.0705882352941176,85,"GO:0005496","MF","steroid binding","Binding to a steroid, any of a large group of substances that have in common a ring system based on 1,2-cyclopentanoperhydrophenanthrene."
"darkorange2",104,95,1,0.000260657103079789,1,5,0.0526315789473684,0.0537634408602151,93,"GO:0070252","BP","actin-mediated cell contraction","The actin filament-based process in which cytoplasmic actin filaments slide past one another resulting in contraction of all or part of the cell body."
"darkorange2",104,95,2,0.00054557012892171,1,2,0.0210526315789474,0.333333333333333,6,"GO:0030913","BP","paranodal junction assembly","Formation of the junction between an axon and the glial cell that forms the myelin sheath. Paranodal junctions form at each paranode, i.e. at the ends of the unmyelinated nodes of Ranvier."
"darkorange2",104,95,3,0.000938575054441029,1,5,0.0526315789473684,0.040650406504065,123,"GO:0030048","BP","actin filament-based movement","Movement of organelles or other particles along actin filaments, or sliding of actin filaments past each other, mediated by motor proteins."
"darkorange2",104,95,4,0.00101030564624896,1,2,0.0210526315789474,0.25,8,"GO:0008091","CC","spectrin","Membrane associated dimeric protein (240 and 220 kDa) of erythrocytes. Forms a complex with ankyrin, actin and probably other components of the membrane cytoskeleton, so that there is a mesh of proteins underlying the plasma membrane, potentially restricting the lateral mobility of integral proteins."
"darkorange2",104,95,5,0.0017229955421096,1,3,0.0315789473684211,0.0769230769230769,39,"GO:0030866","BP","cortical actin cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of actin-based cytoskeletal structures in the cell cortex, i.e. just beneath the plasma membrane."
"darkorange2",104,95,6,0.00177995898806334,1,12,0.126315789473684,0.0162381596752368,739,"GO:0030029","BP","actin filament-based process","Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."
"darkorange2",104,95,7,0.00223922520027964,1,4,0.0421052631578947,0.0444444444444444,90,"GO:0005604","CC","basement membrane","A collagen-containing extracellular matrix consisting of a thin layer of dense material found in various animal tissues interposed between the cells and the adjacent connective tissue. It consists of the basal lamina plus an associated layer of reticulin fibers."
"darkorange2",104,95,8,0.00257942495558304,1,9,0.0947368421052632,0.0188284518828452,478,"GO:0007264","BP","small GTPase mediated signal transduction","Any series of molecular signals in which a small monomeric GTPase relays one or more of the signals."
"darkorange2",104,95,9,0.00352051822919604,1,3,0.0315789473684211,0.06,50,"GO:0086002","BP","cardiac muscle cell action potential involved in contraction","An action potential that occurs in a cardiac muscle cell and is involved in its contraction."
"darkorange2",104,95,10,0.00372414264777253,1,3,0.0315789473684211,0.0588235294117647,51,"GO:0015459","MF","potassium channel regulator activity","Binds to and modulates the activity of a potassium channel."
"darkred",87,70,1,0.000705058057036699,1,2,0.0285714285714286,0.222222222222222,9,"GO:0034993","CC","meiotic nuclear membrane microtubule tethering complex","A nuclear membrane  protein complex  which connects the nuclear outer and inner membranes together, and links links the nuclear lumen to cytoplasmic microtubules during meiosis."
"darkred",87,70,2,0.0045030556449015,1,1,0.0142857142857143,1,1,"GO:0008292","BP","acetylcholine biosynthetic process","The chemical reactions and pathways resulting in the formation of acetylcholine, the acetic acid ester of the organic base choline."
"darkred",87,70,3,0.0045030556449015,1,1,0.0142857142857143,1,1,"GO:0030393","BP","fructoselysine metabolic process","The chemical reactions and pathways involving fructoselysine, a fructose molecule containing a lysine group in place of a hydroxyl group."
"darkred",87,70,4,0.0045030556449015,1,1,0.0142857142857143,1,1,"GO:0032475","BP","otolith formation","The process that gives rise to an otolith. This process pertains to the initial formation of a structure from unspecified parts."
"darkred",87,70,5,0.0045030556449015,1,1,0.0142857142857143,1,1,"GO:0060127","BP","prolactin secreting cell differentiation","The process in which a relatively unspecialized cell acquires specialized structural and/or functional features of a prolactin secreting cell. A prolactin secreting cell is an acidophilic cell of the anterior pituitary that produces prolactin."
"darkred",87,70,6,0.0045030556449015,1,1,0.0142857142857143,1,1,"GO:1904983","BP","glycine import into mitochondrion",NA
"darkred",87,70,7,0.0045030556449015,1,1,0.0142857142857143,1,1,"GO:2000384","BP","negative regulation of ectoderm development",NA
"darkred",87,70,8,0.0045030556449015,1,1,0.0142857142857143,1,1,"GO:0031309","CC","integral component of nuclear outer membrane","The component of the nuclear outer membrane consisting of the gene products having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"darkred",87,70,9,0.0045030556449015,1,1,0.0142857142857143,1,1,"GO:0004940","MF","beta1-adrenergic receptor activity","Combining with epinephrine or norepinephrine to initiate a change in cell activity via activation of a G protein, with pharmacological characteristics of beta1-adrenergic receptors."
"darkred",87,70,10,0.0045030556449015,1,1,0.0142857142857143,1,1,"GO:0046316","MF","gluconokinase activity","Catalysis of the reaction: D-gluconate + ATP = 6-phospho-D-gluconate + ADP + 2 H(+)."
"darkseagreen4",122,102,1,5.93612325320074e-07,0.0110673081932675,12,0.117647058823529,0.040133779264214,299,"GO:0044782","BP","cilium organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."
"darkseagreen4",122,102,2,1.86486725818355e-06,0.034768585161574,11,0.107843137254902,0.04,275,"GO:0060271","BP","cilium assembly","The assembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."
"darkseagreen4",122,102,3,2.10131397959796e-05,0.391768978356243,7,0.0686274509803922,0.0546875,128,"GO:0007224","BP","smoothened signaling pathway","A series of molecular signals generated as a consequence of activation of the transmembrane protein Smoothened."
"darkseagreen4",122,102,4,4.35606923559914e-05,0.812145548285103,3,0.0294117647058824,0.272727272727273,11,"GO:0033270","CC","paranode region of axon","An axon part that is located adjacent to the nodes of Ranvier and surrounded by lateral loop portions of myelin sheath."
"darkseagreen4",122,102,5,5.28176976977231e-05,0.98473315587635,22,0.215686274509804,0.0162721893491124,1352,"GO:0030030","BP","cell projection organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."
"darkseagreen4",122,102,6,5.32713437404666e-05,0.993190932697259,13,0.127450980392157,0.0239852398523985,542,"GO:0005929","CC","cilium","A specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface and of some cytoplasmic parts. Each cilium is largely bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored to a basal body."
"darkseagreen4",122,102,7,0.000104615489661502,1,21,0.205882352941176,0.0159817351598174,1314,"GO:0120036","BP","plasma membrane bounded cell projection organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."
"darkseagreen4",122,102,8,0.000171884186316916,1,6,0.0588235294117647,0.048,125,"GO:0005814","CC","centriole","A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle."
"darkseagreen4",122,102,9,0.000174452311617156,1,3,0.0294117647058824,0.176470588235294,17,"GO:0005922","CC","connexin complex","An assembly of six molecules of connexin, made in the Golgi apparatus and subsequently transported to the plasma membrane, where docking of two connexons on apposed plasma membranes across the extracellular space forms a gap junction."
"darkseagreen4",122,102,10,0.000174452311617156,1,3,0.0294117647058824,0.176470588235294,17,"GO:0005243","MF","gap junction channel activity","A wide pore channel activity that enables a direct cytoplasmic connection from one cell to an adjacent cell. The gap junction can pass large solutes as well as electrical signals between cells. Gap junctions consist of two gap junction hemi-channels, or connexons, one contributed by each membrane through which the gap junction passes."
"darkslateblue",169,109,1,1.08425458825024e-06,0.0202148425433374,4,0.036697247706422,0.333333333333333,12,"GO:0008278","CC","cohesin complex","A protein complex that is required for sister chromatid cohesion in eukaryotes. The cohesin complex forms a molecular ring complex, and is composed of structural maintenance of chromosomes (SMC) and kleisin proteins. For example, in yeast, the complex is composed of the SMC proteins Smc1p and Smc3p, and the kleisin protein Scc1p. In vertebrates, the complex is composed of the SMC1 (SMC1A or SMC1B) and SMC3 heterodimer attached via their hinge domains to a kleisin (RAD21, REC8 or RAD21L) which links them, and one STAG protein (STAG1, STAG2 or STAG3)."
"darkslateblue",169,109,2,0.000100227495845164,1,24,0.220183486238532,0.0159045725646123,1509,"GO:0043565","MF","sequence-specific DNA binding","Binding to DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"darkslateblue",169,109,3,0.000145485679650045,1,2,0.018348623853211,0.666666666666667,3,"GO:0050692","MF","DNA binding domain binding","Binding to a protein's DNA binding domain (DBD)."
"darkslateblue",169,109,4,0.000273121025345761,1,4,0.036697247706422,0.0888888888888889,45,"GO:2000272","BP","negative regulation of signaling receptor activity",NA
"darkslateblue",169,109,5,0.000280033234199954,1,22,0.201834862385321,0.0155697098372258,1413,"GO:1990837","MF","sequence-specific double-stranded DNA binding",NA
"darkslateblue",169,109,6,0.000410960227925183,1,4,0.036697247706422,0.08,50,"GO:0007062","BP","sister chromatid cohesion","The cell cycle process in which the sister chromatids of a replicated chromosome become tethered to each other."
"darkslateblue",169,109,7,0.000449786485255823,1,21,0.192660550458716,0.0154185022026432,1362,"GO:0000976","MF","transcription cis-regulatory region binding","Binding to a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."
"darkslateblue",169,109,8,0.000458648346729602,1,21,0.192660550458716,0.0153958944281525,1364,"GO:0001067","MF","transcription regulatory region nucleic acid binding","Binding to a nucleic acid region that regulates a nucleic acid-based process. Such processes include transcription, DNA replication, and DNA repair."
"darkslateblue",169,109,9,0.000468664463014822,1,3,0.0275229357798165,0.136363636363636,22,"GO:0000137","CC","Golgi cis cisterna","The Golgi cisterna closest to the endoplasmic reticulum; the first processing compartment through which proteins pass after export from the ER."
"darkslateblue",169,109,10,0.000562021328848546,1,22,0.201834862385321,0.0148048452220727,1486,"GO:0003690","MF","double-stranded DNA binding","Binding to double-stranded DNA."
"darkturquoise",68,63,1,0.000303348336956356,1,8,0.126984126984127,0.0188235294117647,425,"GO:0005759","CC","mitochondrial matrix","The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."
"darkturquoise",68,63,2,0.0003188162998727,1,10,0.158730158730159,0.015015015015015,666,"GO:0005740","CC","mitochondrial envelope","The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space."
"darkturquoise",68,63,3,0.000365350117609893,1,54,0.857142857142857,0.0052621321379848,10262,"GO:0005737","CC","cytoplasm","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"darkturquoise",68,63,4,0.000460357760472364,1,15,0.238095238095238,0.0105042016806723,1428,"GO:0005739","CC","mitochondrion","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"darkturquoise",68,63,5,0.000571377974040863,1,2,0.0317460317460317,0.222222222222222,9,"GO:1901858","BP","regulation of mitochondrial DNA metabolic process",NA
"darkturquoise",68,63,6,0.000650637077342751,1,3,0.0476190476190476,0.0714285714285714,42,"GO:0008138","MF","protein tyrosine/serine/threonine phosphatase activity","Catalysis of the reactions: protein serine + H2O = protein serine + phosphate; protein threonine phosphate + H2O = protein threonine + phosphate; and protein tyrosine phosphate + H2O = protein tyrosine + phosphate."
"darkturquoise",68,63,7,0.000697421211019129,1,3,0.0476190476190476,0.0697674418604651,43,"GO:1903409","BP","reactive oxygen species biosynthetic process",NA
"darkturquoise",68,63,8,0.00103934390323307,1,2,0.0317460317460317,0.166666666666667,12,"GO:0060088","BP","auditory receptor cell stereocilium organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a stereocilium. A stereocilium is an actin-based protrusion from the apical surface of auditory hair cells."
"darkturquoise",68,63,9,0.00106072890999891,1,4,0.0634920634920635,0.036036036036036,111,"GO:0042471","BP","ear morphogenesis","The process in which the anatomical structures of the ear are generated and organized. The ear is the sense organ in vertebrates that is specialized for the detection of sound, and the maintenance of balance. Includes the outer ear and middle ear, which collect and transmit sound waves; and the inner ear, which contains the organs of balance and (except in fish) hearing. Also includes the pinna, the visible part of the outer ear, present in some mammals."
"darkturquoise",68,63,10,0.00142556786527665,1,2,0.0317460317460317,0.142857142857143,14,"GO:0002093","BP","auditory receptor cell morphogenesis","Any process that alters the size or shape of an auditory receptor cell."
"darkviolet",104,89,1,0.000193029561379295,1,2,0.0224719101123595,0.5,4,"GO:0030905","CC","retromer, tubulation complex","The dimeric subcomplex of the retromer, believed to be peripherally associated with the membrane. This dimeric complex is responsible for remodelling endosomal membranes to form a tube-structure to which cargo molecules are selected for recycling. The budding yeast complex comprises Vps5p and Vps17p, and may contain multiple copies of a Vps5p/Vps17p dimer. The mammalian complex contains SNX1 or SNX2 dimerized with SNX5 or SNX6."
"darkviolet",104,89,2,0.000255162215943523,1,4,0.0449438202247191,0.0740740740740741,54,"GO:0007588","BP","excretion","The elimination by an organism of the waste products that arise as a result of metabolic activity. These products include water, carbon dioxide (CO2), and nitrogenous compounds."
"darkviolet",104,89,3,0.000257307764592609,1,5,0.0561797752808989,0.0505050505050505,99,"GO:1905368","CC","peptidase complex",NA
"darkviolet",104,89,4,0.000726138573437734,1,3,0.0337078651685393,0.0967741935483871,31,"GO:0005669","CC","transcription factor TFIID complex","A complex composed of TATA binding protein (TBP) and TBP associated factors (TAFs); the total mass is typically about 800 kDa. Most of the TAFs are conserved across species. In TATA-containing promoters for RNA polymerase II (Pol II), TFIID is believed to recognize at least two distinct elements, the TATA element and a downstream promoter element. TFIID is also involved in recognition of TATA-less Pol II promoters. Binding of TFIID to DNA is necessary but not sufficient for transcription initiation from most RNA polymerase II promoters."
"darkviolet",104,89,5,0.00112984874854647,1,3,0.0337078651685393,0.0833333333333333,36,"GO:0016251","MF","RNA polymerase II general transcription initiation factor activity","A general transcription initiation factor activity that contributes to transcription start site selection and transcription initiation of genes transcribed by RNA polymerase II. The general transcription factors for RNA polymerase II include TFIIB, TFIID, TFIIE, TFIIF, TFIIH and TATA-binding protein (TBP). In most species, RNA polymerase II transcribes all messenger RNAs (mRNAs), most untranslated regulatory RNAs, the majority of the snoRNAs, four of the five snRNAs (U1, U2, U4, and U5), and other small noncoding RNAs. For some small RNAs there is variability between species as to whether it is transcribed by RNA polymerase II or RNA polymerase III. However there are also rare exceptions, such as Trypanosoma brucei, where RNA polymerase I transcribes certain mRNAs in addition to its normal role in rRNA transcription."
"darkviolet",104,89,6,0.00172382739099226,1,2,0.0224719101123595,0.181818181818182,11,"GO:0005247","MF","voltage-gated chloride channel activity","Enables the transmembrane transfer of a chloride ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded."
"darkviolet",104,89,7,0.00189729851364451,1,3,0.0337078651685393,0.0697674418604651,43,"GO:0140223","MF","general transcription initiation factor activity",NA
"darkviolet",104,89,8,0.00206090304836645,1,2,0.0224719101123595,0.166666666666667,12,"GO:0033605","BP","positive regulation of catecholamine secretion","Any process that activates or increases the frequency, rate or extent of the regulated release of a catecholamine."
"darkviolet",104,89,9,0.00206090304836645,1,2,0.0224719101123595,0.166666666666667,12,"GO:0035815","BP","positive regulation of renal sodium excretion","Any process that increases the amount of sodium excreted in urine over a unit of time."
"darkviolet",104,89,10,0.00206090304836645,1,2,0.0224719101123595,0.166666666666667,12,"GO:0038203","BP","TORC2 signaling","A series of intracellular molecular signals mediated by TORC2; TOR (rapamycin-insensitive companion of TOR) in complex with at least Rictor (regulatory-associated protein of TOR), or orthologs of, and other signaling components."
"firebrick4",136,122,1,0.000601550996056407,1,2,0.0163934426229508,0.4,5,"GO:0031821","MF","G protein-coupled serotonin receptor binding","Binding to a metabotropic serotonin receptor."
"firebrick4",136,122,2,0.000897690560345895,1,2,0.0163934426229508,0.333333333333333,6,"GO:0060304","BP","regulation of phosphatidylinositol dephosphorylation","Any process that modulates the frequency, rate or extent of the chemical reaction involving the removal of one or more phosphate groups from a phosphatidylinositol."
"firebrick4",136,122,3,0.000969849392177519,1,12,0.0983606557377049,0.0225563909774436,532,"GO:0098797","CC","plasma membrane protein complex","Any protein complex that is part of the plasma membrane."
"firebrick4",136,122,4,0.000993892389838349,1,5,0.040983606557377,0.0515463917525773,97,"GO:0007229","BP","integrin-mediated signaling pathway","A series of molecular signals initiated by the binding of extracellular ligand to an integrin on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription."
"firebrick4",136,122,5,0.00125031371049298,1,2,0.0163934426229508,0.285714285714286,7,"GO:0060437","BP","lung growth","The increase in size or mass of a lung. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax."
"firebrick4",136,122,6,0.00125031371049298,1,2,0.0163934426229508,0.285714285714286,7,"GO:0019966","MF","interleukin-1 binding","Binding to interleukin-1."
"firebrick4",136,122,7,0.00141786693417792,1,4,0.0327868852459016,0.0645161290322581,62,"GO:0045296","MF","cadherin binding","Binding to cadherin, a type I membrane protein involved in cell adhesion."
"firebrick4",136,122,8,0.00148474950323904,1,3,0.0245901639344262,0.103448275862069,29,"GO:0010039","BP","response to iron ion","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an iron ion stimulus."
"firebrick4",136,122,9,0.00183441691997792,1,10,0.0819672131147541,0.0236406619385343,423,"GO:0015267","MF","channel activity","Enables the energy-independent facilitated diffusion, mediated by passage of a solute through a transmembrane aqueous pore or channel. Stereospecificity is not exhibited but this transport may be specific for a particular molecular species or class of molecules."
"firebrick4",136,122,10,0.00183441691997792,1,10,0.0819672131147541,0.0236406619385343,423,"GO:0022803","MF","passive transmembrane transporter activity","Enables the transfer of a single solute from one side of a membrane to the other by a mechanism involving conformational change, either by facilitated diffusion or in a membrane potential dependent process if the solute is charged."
"floralwhite",86,80,1,0.000540146186018771,1,2,0.025,0.285714285714286,7,"GO:0017185","BP","peptidyl-lysine hydroxylation","The hydroxylation of peptidyl-lysine to form peptidyl-hydroxylysine."
"floralwhite",86,80,2,0.000717789944815635,1,2,0.025,0.25,8,"GO:0097539","CC","ciliary transition fiber","A nine-bladed, propeller-like protein complex that links the distal end of the basal body and the cilium to the plasma membrane. Functions in protein sorting and gating (i.e. active and passive transport of proteins in and out of the cilium)."
"floralwhite",86,80,3,0.00180805670545804,1,3,0.0375,0.0638297872340425,47,"GO:0048599","BP","oocyte development","The process whose specific outcome is the progression of an oocyte over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell."
"floralwhite",86,80,4,0.00228808981965574,1,3,0.0375,0.0588235294117647,51,"GO:0009994","BP","oocyte differentiation","The process in which a relatively unspecialized immature germ cell acquires the specialized features of a mature female gamete."
"floralwhite",86,80,5,0.00338320783489026,1,2,0.025,0.117647058823529,17,"GO:1990403","BP","embryonic brain development",NA
"floralwhite",86,80,6,0.00379344669851201,1,2,0.025,0.111111111111111,18,"GO:1903429","BP","regulation of cell maturation",NA
"floralwhite",86,80,7,0.00379344669851201,1,2,0.025,0.111111111111111,18,"GO:0005537","MF","mannose binding","Binding to mannose, a monosaccharide hexose, stereoisomeric with glucose, that occurs naturally only in polymerized forms called mannans."
"floralwhite",86,80,8,0.00436379001069724,1,3,0.0375,0.046875,64,"GO:0048029","MF","monosaccharide binding","Binding to a monosaccharide. Monosaccharides are the simplest carbohydrates; they are polyhydroxy aldehydes H[CH(OH)]nC(=O)H or polyhydroxy ketones H[CHOH]nC(=O)[CHOH]mH with three or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."
"floralwhite",86,80,9,0.00464848759638321,1,4,0.05,0.0305343511450382,131,"GO:0007292","BP","female gamete generation","Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction."
"floralwhite",86,80,10,0.00514634930845936,1,1,0.0125,1,1,"GO:0033514","BP","L-lysine catabolic process to acetyl-CoA via L-pipecolate","The chemical reactions and pathways resulting in the breakdown of L-lysine into other compounds, including acetyl-CoA, via the intermediate L-pipecolate."
"green",52,51,1,0.000220072933843504,1,3,0.0588235294117647,0.0833333333333333,36,"GO:0030118","CC","clathrin coat","A membrane coat found on coated pits and some coated vesicles; consists of polymerized clathrin triskelions, each comprising three clathrin heavy chains and three clathrin light chains, linked to the membrane via one of the AP adaptor complexes."
"green",52,51,2,0.000678693732858858,1,4,0.0784313725490196,0.0327868852459016,122,"GO:0007098","BP","centrosome cycle","The cell cycle process in which centrosome duplication and separation takes place. The centrosome cycle can operate with a considerable degree of independence from other processes of the cell cycle."
"green",52,51,3,0.000936432520246058,1,2,0.0392156862745098,0.142857142857143,14,"GO:0007100","BP","mitotic centrosome separation","Separation of duplicated centrosome components at the beginning of mitosis. The centriole pair within each centrosome becomes part of a separate microtubule organizing center that nucleates a radial array of microtubules called an aster. The two asters move to opposite sides of the nucleus to form the two poles of the mitotic spindle."
"green",52,51,4,0.000936432520246058,1,2,0.0392156862745098,0.142857142857143,14,"GO:0030132","CC","clathrin coat of coated pit","The coat found on coated pits and the coated vesicles derived from coated pits; comprises clathrin and the AP-2 adaptor complex."
"green",52,51,5,0.000963960846097278,1,4,0.0784313725490196,0.0298507462686567,134,"GO:0031023","BP","microtubule organizing center organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a microtubule organizing center, a structure from which microtubules grow."
"green",52,51,6,0.00107823406632987,1,2,0.0392156862745098,0.133333333333333,15,"GO:0051299","BP","centrosome separation","The process in which duplicated centrosome components move away from each other. The centriole pair within each centrosome becomes part of a separate microtubule organizing center that nucleates a radial array of microtubules called an aster. The two asters move to opposite sides of the nucleus to form the two poles of the mitotic spindle."
"green",52,51,7,0.00122695304495827,1,4,0.0784313725490196,0.027972027972028,143,"GO:0006665","BP","sphingolipid metabolic process","The chemical reactions and pathways involving sphingolipids, any of a class of lipids containing the long-chain amine diol sphingosine or a closely related base (a sphingoid)."
"green",52,51,8,0.00137463574191209,1,3,0.0588235294117647,0.0447761194029851,67,"GO:0051298","BP","centrosome duplication","The replication of a centrosome, a structure comprised of a pair of centrioles and peri-centriolar material from which a microtubule spindle apparatus is organized."
"green",52,51,9,0.00139072276563733,1,2,0.0392156862745098,0.117647058823529,17,"GO:0030131","CC","clathrin adaptor complex","A membrane coat adaptor complex that links clathrin to a membrane."
"green",52,51,10,0.00139072276563733,1,2,0.0392156862745098,0.117647058823529,17,"GO:0036020","CC","endolysosome membrane","The lipid bilayer surrounding an endolysosome. An endolysosome is a transient hybrid organelle formed by fusion of a late endosome with a lysosome."
"greenyellow",271,244,1,9.56188836200404e-05,1,98,0.401639344262295,0.0218068535825545,4494,"GO:0005886","CC","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"greenyellow",271,244,2,0.000112526641575468,1,14,0.0573770491803279,0.0510948905109489,274,"GO:0019932","BP","second-messenger-mediated signaling","Any intracellular signal transduction in which the signal is passed on within the cell via a second messenger; a small molecule or ion that can be quickly generated or released from intracellular stores, and can diffuse within the cell. Second-messenger signaling includes production or release of the second messenger, and effectors downstream of the second messenger that further transmit the signal within the cell."
"greenyellow",271,244,3,0.000136377547036471,1,103,0.422131147540984,0.0213383053656515,4827,"GO:0071944","CC","cell periphery","The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures."
